PermitEntranceID,PermitEntranceType,FacilityID,PermitEntranceName,PermitEntranceDescription,District,Town,PermitEntranceAccessible,Longitude,Latitude,CreatedDate,LastUpdatedDate
123,08 Lwr Saddle-Moraine-Caves,249986,GC1,Small camping zone with close access to technical rock climbs on Disapointment Peak. This campsite area has a shared bear box for food storage.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
124,Non Zone South,249986,PSS10,Designated as walk-up only for use during the summer months.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
125,Non Zone South,249986,PSS30,Designated as walk-up only for use during the summer months.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
126,03 Mountain Camping Zones,249986,MCZ1,"This is not a camping zone, this is Forest Service Wilderness along the Crest Trail where people can camp if they wish.",,,false,0.000000,0.000000,2014-05-02,2018-06-14
127,03 Mountain Camping Zones,249986,MCZ19,Single site on Bradley Lake along the Valley Trail. This site is ONLY for folks doing the Crest Trail and needing a site to help them to hike back to their vehicle.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
128,05 Northern Canyons,249986,NC4,Campsite for parties with horses in Berry Creek canyon.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
129,Non Zone South,249986,PSS18,Designated as walk-up only for use during the summer months.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
13,Entry Point,233396,Brule Lake (op),"Method of travel is paddle. The access is a boat landing at Brule Lake. Large lake with many campsites.  For more information, please call the Tofte Ranger Station in Tofte at 218-663-7280.",Tofte District,Tofte,false,-90.644932,47.925660,2014-05-02,2018-06-14
130,01 Jackson Lake,249986,JL02,This is a boat in only site. It has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box.All Jackson Lake campsites require packing out solid human waste.  This site has a fire grate which allows campfires unless restricted under high fire danger.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
131,01 Jackson Lake,249986,JL03,This is a boat in only site.  It has two bear boxes which can each accommodate one typically sized cooler.  Do not bring more food than can fit in the bear box.All Jackson Lake campsites require packing out solid human waste.  This site has a fire grate which allows campfires unless restricted under high fire danger.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
132,03 Mountain Camping Zones,249986,MCZ13,Sole camping zone in Open Canyon. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
133,03 Mountain Camping Zones,249986,MCZ18,Three campsites on Phelps Lake at the bottom of Death Canyon. This campsite has a bear box for food storage.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
134,05 Northern Canyons,249986,NC1,Canyon in the remote far north section of the park. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
135,Non Zone South,249986,PSS1,Designated as walk-up only for use during the summer months.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
136,08 Lwr Saddle-Moraine-Caves,249986,GC5,Camping zone in north fork of Garnet Canyon. For access to climbs on the Grand Teton and the north side of Middle Teton. Campers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
137,06 South Fork - Garnet Canyon,249986,GC3,Camping zone between Middle and South Teton. Campers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
138,03 Mountain Camping Zones,249986,MCZ7,Camping zone in the bottom of Granite Canyon. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
139,Non Zone South,249986,PSS23,Designated as walk-up only for use during the summer months.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
14,Entry Point,233396,Larch Creek (op),"Method of travel is paddle. Access from the canoe landing at Larch Creek. For more information, please call the Gunflint Ranger Station at 218-387-1750.",Gunflint District,Grand Marais,false,-90.840280,48.120834,2014-05-02,2018-06-14
140,Non Zone South,249986,PSS28,Designated as walk-up only for use during the summer months.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
141,03 Mountain Camping Zones,249986,MCZ12,Three campsites near Marion Lake along the south end of the Crest Trail. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
142,02 Leigh Lake,249986,LL07,"Three small sites surrounding Bearpaw Lake, just north of Leigh Lake. Boat in is possible for these sites, but you would need to dock your boat on the north end of Leigh Lake and walk in a half mile to the campsites. Most visitors hike in the 3.7 miles from Leigh Lake Trailhead. Each site has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box.  These sites have a fire grates, which allow campfires unless restricted under high fire danger.",,,false,0.000000,0.000000,2014-05-02,2018-06-14
143,07 Meadows-Platforms,249986,GC2,"Camping zone at the base of Middle Teton.  Access to climbs on Middle Teton, South Teton, Nez Perce and Grand Teton. This zone has three bear boxes for shared food storage use.",,,false,0.000000,0.000000,2014-05-02,2018-06-14
144,03 Mountain Camping Zones,249986,MCZ8,Camping zone in the north fork of Granite Canyon. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
145,02 Leigh Lake,249986,LL11,Small site on extreme west side of lake. Non-motorized boat in only site. Has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box.  This site has a fire grate which allows campfires unless restricted under high fire danger.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
146,Non Zone North,249986,PSN6,Designated as walk-up only for use during the summer months.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
147,03 Mountain Camping Zones,249986,MCZ11,Three campsites near Holly Lake in Paintbrush Canyon. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
148,Non Zone North,249986,PSN4,Designated as walk-up only for use during the summer months.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
149,Non Zone South,249986,PSS5,Designated as walk-up only for use during the summer months.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
15,Entry Point,233396,Island River (op),"Method of travel is paddle. Island River has two small portages, which lead to the Isabella River. For more information, please call the Tofte Ranger Station in Tofte at 218-663-7280.",Tofte District,Isabella,false,-91.319170,47.791110,2014-05-02,2018-06-14
150,Boat Launch,249990,Pine River,Pine River,,,false,0.000000,0.000000,2014-05-02,2018-06-14
151,Entry Point,234735,Visitor Use Permit Area,"A visitor use permit is required to visit the Cedar Creek Falls Visitor Use Permit Area. Cedar Creek Falls is a spectacular waterfall plunging 80 feet into a large pool of water.   The trails to Cedar Creek Falls lead hikers through the beautiful backcountry hills of eastern San Diego. Black oak, cedar, and cottonwood trees provide habitat for bird watching. Water levels at the falls very substantially throughout the year. The falls typically do not run during the summer months when the pool at the base of the falls is stagnant and filled with algae.",,,false,-116.729722,32.989722,2014-05-02,2018-06-14
152,Cabin,234783,Paliku Cabin,"Paliku Cabin, at 6,380 feet (1,945 meters), is at the east end of the wilderness valley at the base of a rain forest cliff. The cabin is reached via a strenuous 9.3-mile hike on Keoneheehee Trail (Sliding Sands Trail), 10.1 miles on Halemauu Trail, or 8.6 miles up the Kaupo Trail. Clouds and fog often roll over the top of the cliffs behind Paliku. The extra moisture makes this spot exceptionally cool and lush. There is also a campground at Paliku.",Hawaii,Makawao,false,-156.141944,20.717778,2014-05-02,2018-06-14
153,Cabin,234783,Holua Cabin,"Holua Cabin, the closest cabin, lies at 6,940 feet (2,115 meters) in the shrubland near Koolau Gap, 3.7 miles down the Halemauu Trail or 7.4 miles down Keoneheehee Trail (Sliding Sands Trail). Visitors staying at Holua can enjoy day hikes into the central Wilderness Area. The landscape around Holua supports a native shrubland which colonized the lava flows. There is also a campground at Holua.",Hawaii,Makawao,false,-156.218050,20.741623,2014-05-02,2018-06-14
154,Cabin,234783,Kapalaoa cabin,"Kapalaoa Cabin, 5.5 miles down the Keoneheehee (Sliding Sands Trail) or 7.3 miles from Halemauu Trailhead, lies at the base of the cliffs on the south side of the valley. The view from Kapalaoa takes in brightly colored cinder cones, subalpine plants, and dramatic cliffs. In the spring and summer months, the endangered uau (Hawaiian dark-rumped petrel) can occasionally be heard and seen near the high cliffs. This cabin lies at 7,250 feet (2,210 meters). There is no campsite near Kapalaoa cabin.",Hawaii,Makawao,false,-156.183889,20.706389,2014-05-02,2018-06-14
155,Trailhead,233260,AA08,Exit Only,Ansel Adams,Mammoth Lakes - Ansel Adams,false,0.000000,0.000000,2014-05-02,2018-06-14
156,Trailhead,233260,JM14,Exit Only,John Muir,Bishop,false,0.000000,0.000000,2014-05-02,2018-06-14
157,Trailhead,233260,JM19,Exit Only,John Muir,Bishop,false,0.000000,0.000000,2014-05-02,2018-06-14
158,Trailhead,233260,SEKI..,Exit Only,Sequoia NP,Three Rivers,false,0.000000,0.000000,2014-05-02,2018-06-14
159,Trailhead,233260,SS63,Exit Only,Golden Trout,Olancha,false,0.000000,0.000000,2014-05-02,2018-06-14
16,Entry Point,233396,"Saganaga Lake (dm,dc)","Method of travel is day use motor. 25 h.p. motor limit. No motors allowed (use or possession) west of American Point. Access to Canada. For more information, please contact the Gunflint Ranger Station in Grand Marais at 218-387-1750.",Gunflint District,Grand Marais,false,-90.886116,48.182055,2014-05-02,2018-06-14
160,Trailhead,233260,YOS1,Exit Only,Yosemite NP,Yosemite,false,0.000000,0.000000,2014-05-02,2018-06-14
161,Trailhead,233262,SI.,EXIT ONLY,John Muir / Sierra NF,Fresno,false,0.000000,0.000000,2014-05-02,2018-06-14
162,Trailhead,233262,SEKI,EXIT ONLY,Sequoia NP,Three Rivers,false,-118.748889,36.555000,2014-05-02,2018-06-14
163,"Small Campsite, 2 Tent Pads",249981,R22,"Saginaw Bay (R22) is a small campsite with a dock that measures 4x28.  This site has 1 vault toilet, 1 picnic table, 1 fire ring, 2 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 2 tent pads that measure 14x14, 14x14.",East Rainy,International Falls,false,-92.963056,-48.575000,2014-05-02,2018-06-14
164,"Large Campsite, 4 Tent Pads",249981,N5,"Day Marker Twenty Three (N5) is a large campsite with a dock that measures 4x20. This site has 1 vault toilet, 2 picnic tables, 1 fire ring, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4- tent pads that measure 12x119, 12x12, 1110x1110, 106x96.",Namakan,Ash River,false,-92.776667,-48.443889,2014-05-02,2018-06-14
165,Accessible Sites,249981,R26,"Sunrise Point (R26) is an<a href=http://www.recreation.gov/marketing.do?goto=/permitgeneralrules_accessiblesites_72783.html target=_blank>accessible</a>, small campsite with a dock that measures 4x24.  This site has 1 vault toilet with a privy screen, 1 picnic table, 1 fire ring, 2 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 2 tent pads that measure 14x14, 14x14.",West Rainy,International Falls,false,-93.090556,-48.599722,2014-05-02,2018-06-14
166,Entry Point,233260,JM35,The classic Mt.Whitney trail.,John Muir,Lone Pine - John Muir,false,0.000000,0.000000,2014-05-02,2018-06-14
167,Trailhead,233260,AA04,Exit Only,Ansel Adams,June Lake,false,0.000000,0.000000,2014-05-02,2018-06-14
168,Trailhead,233260,AA-06-OH,Exit Only,Owens River Headwaters,June Lake - Owens River Headwaters,false,0.000000,0.000000,2014-05-02,2018-06-14
169,Trailhead,233260,AA07,Exit Only,Ansel Adams,Mammoth Lakes - Ansel Adams,false,0.000000,0.000000,2014-05-02,2018-06-14
17,Entry Point,233396,"Clearwater Lake (op,om)","Method of travel is paddle or motor. 10 h.p. maximum.  Access is boat launch on Clearwater Lake.  For more information, please call the Gunflint Ranger Station at 218-387-1750.",Gunflint District,Grand Marais,false,-90.375200,48.070197,2014-05-02,2018-06-14
170,Trailhead,233260,AA11,Exit Only,Ansel Adams,Mammoth Lakes - Ansel Adams,false,0.000000,0.000000,2014-05-02,2018-06-14
171,Trailhead,233260,AA12,Exit Only,Ansel Adams,Mammoth Lakes - Ansel Adams,false,0.000000,0.000000,2014-05-02,2018-06-14
172,Trailhead,233260,AA13,Exit Only,Ansel Adams,Mammoth Lakes - Ansel Adams,false,0.000000,0.000000,2014-05-02,2018-06-14
173,Trailhead,233260,AA14,Exit Only,Ansel Adams,Mammoth Lakes - Ansel Adams,false,0.000000,0.000000,2014-05-02,2018-06-14
174,Trailhead,233260,AA15,Exit Only,Ansel Adams,Mammoth Lakes - Ansel Adams,false,0.000000,0.000000,2014-05-02,2018-06-14
175,Trailhead,233260,AA16,Exit Only,Ansel Adams,Mammoth Lakes - Ansel Adams,false,0.000000,0.000000,2014-05-02,2018-06-14
176,Trailhead,233260,GT66,Exit Only,Golden Trout,Lone Pine - Golden Trout,false,0.000000,0.000000,2014-05-02,2018-06-14
177,Trailhead,233260,HH11,Exit Only,Hoover/ Inyo,Lee Vining - Hoover/Inyo,false,0.000000,0.000000,2014-05-02,2018-06-14
178,Trailhead,233260,HH12,Exit Only,Hoover/ Inyo,Lee Vining - Hoover/Inyo,false,0.000000,0.000000,2014-05-02,2018-06-14
179,Trailhead,233260,HH13,Exit Only,Hoover/ Inyo,Lee Vining - Hoover/Inyo,false,0.000000,0.000000,2014-05-02,2018-06-14
18,Entry Point,233396,Border Route Trail (west) (oh),"Method of travel is hiking. 53 mile hiking trail. Shorter options available. For more information, please call the Gunflint Ranger Station in Grand Marais at (218)387-1750.",Gunflint District,Grand Marais,false,-90.620000,48.084722,2014-05-02,2018-06-14
180,Trailhead,233260,HH14,Exit Only,Hoover/ Inyo,Lee Vining - Hoover/Inyo,false,0.000000,0.000000,2014-05-02,2018-06-14
181,Trailhead,233260,JM30,Exit Only,John Muir,Independence,false,0.000000,0.000000,2014-05-02,2018-06-14
182,Trailhead,233260,JM00,Exit Only,John Muir,Mammoth Lakes - John Muir,false,0.000000,0.000000,2014-05-02,2018-06-14
183,Trailhead,233260,JM02,Exit Only,John Muir,Mammoth Lakes - John Muir,false,0.000000,0.000000,2014-05-02,2018-06-14
184,Trailhead,233260,JM03,Exit Only,John Muir,Mammoth Lakes - John Muir,false,0.000000,0.000000,2014-05-02,2018-06-14
185,Trailhead,233260,JM05,Exit Only,John Muir,Crowley Lake,false,0.000000,0.000000,2014-05-02,2018-06-14
186,Trailhead,233260,JM07,Exit Only,John Muir,Toms Place,false,0.000000,0.000000,2014-05-02,2018-06-14
187,Trailhead,233260,JM09,Exit Only,John Muir,Toms Place,false,0.000000,0.000000,2014-05-02,2018-06-14
188,Trailhead,233260,JM10,Exit Only,John Muir,Bishop,false,0.000000,0.000000,2014-05-02,2018-06-14
189,Trailhead,233260,JM13,Exit Only,John Muir,Bishop,false,0.000000,0.000000,2014-05-02,2018-06-14
19,Entry Point,233396,Bower Trout Lake (op),"Method of travel is paddle. Access is a 72-rod portage from small parking area into Bower Trout.  For more information, please call the Gunflint Ranger Station in Grand Marais at 218-387-1750.",Gunflint District,Grand Marais,false,-90.419720,47.945280,2014-05-02,2018-06-14
190,Trailhead,233260,JM15,Exit Only,John Muir,Bishop,false,0.000000,0.000000,2014-05-02,2018-06-14
191,Trailhead,233260,JM16,Exit Only,John Muir,Bishop,false,0.000000,0.000000,2014-05-02,2018-06-14
192,Trailhead,233260,JM17,Exit Only,John Muir,Bishop,false,0.000000,0.000000,2014-05-02,2018-06-14
193,Trailhead,233260,JM18,Exit Only,John Muir,Bishop,false,0.000000,0.000000,2014-05-02,2018-06-14
194,Trailhead,233260,JM20,Exit Only,John Muir,Bishop,false,0.000000,0.000000,2014-05-02,2018-06-14
195,Trailhead,233260,JM21,Exit Only,John Muir,Bishop,false,0.000000,0.000000,2014-05-02,2018-06-14
196,Trailhead,233260,JM22,Exit Only,John Muir,Bishop,false,0.000000,0.000000,2014-05-02,2018-06-14
197,Trailhead,233260,JM24,Exit Only,John Muir,Big Pine,false,0.000000,0.000000,2014-05-02,2018-06-14
198,Trailhead,233260,JM25,Exit Only,John Muir,Big Pine,false,0.000000,0.000000,2014-05-02,2018-06-14
199,Trailhead,233260,JM27,Exit Only,John Muir,Independence,false,0.000000,0.000000,2014-05-02,2018-06-14
2,Entry Point,233396,Trout Lake (dm),"Method of travel is day use motor. 25 h.p. motor maximum. Access is from Lake Vermilion via a 180-rod portage suitable for portage wheels. Commercial portage service available. For more information, please call the LaCroix Ranger District at in Cook 218-666-0020.",LaCroix District,Cook,false,-92.322000,47.914400,2014-05-02,2018-06-14
20,Entry Point,233396,Daniels Lake (op),"Method of travel is paddle. Access is from West Bearskin Lake with a 60-rod portage to Daniels Lake and a 665-rod portage to Rose Lake.  For more information, please call the Gunflint Ranger Station at 218-387-1750.",Gunflint District,Grand Marais,false,-90.399971,48.066838,2014-05-02,2018-06-14
200,Trailhead,233260,JM28,Exit Only,John Muir,Independence,false,0.000000,0.000000,2014-05-02,2018-06-14
201,Trailhead,233260,JM31,Exit Only,John Muir,Independence,false,0.000000,0.000000,2014-05-02,2018-06-14
202,Trailhead,233260,JM32,Exit Only,John Muir,Independence,false,0.000000,0.000000,2014-05-02,2018-06-14
203,Trailhead,233260,JM33,Exit Only,John Muir,Independence,false,0.000000,0.000000,2014-05-02,2018-06-14
204,Trailhead,233260,JM34,Exit Only,John Muir,Lone Pine - John Muir,false,0.000000,0.000000,2014-05-02,2018-06-14
205,Trailhead,233260,JM37,Exit Only,John Muir,Lone Pine - John Muir,false,0.000000,0.000000,2014-05-02,2018-06-14
206,Trailhead,233260,JM38,Exit Only,John Muir,Lone Pine - John Muir,false,0.000000,0.000000,2014-05-02,2018-06-14
207,Trailhead,233260,JM39,Exit Only,John Muir,Lone Pine - John Muir,false,0.000000,0.000000,2014-05-02,2018-06-14
208,Trailhead,233260,SEKI,Exit Only,Sequoia NP,Three Rivers,false,0.000000,0.000000,2014-05-02,2018-06-14
209,Trailhead,233260,SEKI.,Exit Only,Sequoia NP,Three Rivers,false,0.000000,0.000000,2014-05-02,2018-06-14
21,Entry Point,233396,Angleworm Lake (op),"Method of travel is paddle. Access Angleworm Lake with a 640 rod portage. Some trip options with additional portages. For more information, please contact the Kawishiwi Ranger Station in Ely at 218-365-7561.",Kawishiwi District,Ely,false,-91.929444,48.063056,2014-05-02,2018-06-14
210,Trailhead,233260,SI,Exit Only,John Muir/Sierra NF,Fresno,false,0.000000,0.000000,2014-05-02,2018-06-14
211,Trailhead,233260,SI.,Exit Only,John Muir/Sierra NF,Fresno,false,0.000000,0.000000,2014-05-02,2018-06-14
212,Trailhead,233260,SQ,Exit Only,Sequoia NP,Kernville,false,0.000000,0.000000,2014-05-02,2018-06-14
213,Trailhead,233260,SS64,Exit Only,Golden Trout,Olancha,false,0.000000,0.000000,2014-05-02,2018-06-14
214,Trailhead,233260,SS65,Exit Only,Golden Trout,Pearsonville,false,0.000000,0.000000,2014-05-02,2018-06-14
215,Trailhead,233260,YOS2,Exit Only,Yosemite NP,Yosemite,false,0.000000,0.000000,2014-05-02,2018-06-14
216,Trailhead,233260,YOS4,Exit Only,Yosemite NP,Yosemite,false,0.000000,0.000000,2014-05-02,2018-06-14
217,Trailhead,233260,AA03,Exit Only,Ansel Adams,Lee Vining - Ansel Adams,false,0.000000,0.000000,2014-05-02,2018-06-14
218,03 Mountain Camping Zones,249986,MCZ9,Camping zone that encompasses the South and Middle Forks of Granite Camping.  This is the closest camping zone to the Tram. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
219,Non Zone North,249986,PSN13,Designated as walk-up only for use during the summer months.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
22,Entry Point,233396,East Bearskin (dm),"Method of travel is day use motor. 25 h.p. motor limit. No motors on Alder or Canoe Lakes. For more information, please contact the Gunflint Ranger Station in Grand Marais at 218-387-1750.",Gunflint District,Grand Marais,false,-90.365000,48.042500,2014-05-02,2018-06-14
220,03 Mountain Camping Zones,249986,MCZ3,Camping zone in the South Fork of Cascade Canyon. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
221,Non Zone North,249986,PSN7,Designated as walk-up only for use during the summer months.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
222,04 Mountain Group Sites,249986,MGS9,Campsite for groups with horses in South Fork Cascade Camping Zone. These group sites have bear boxes for food storage.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
223,04 Mountain Group Sites,249986,MGS7,Group Site in center of North Fork Cascade Camping Zone. These group sites have bear boxes for food storage.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
224,09 Other Climbing Sites,249986,OCS10,Bivy to access climbs on west side of Mt. Owen. Bear canisters may be required at ranger discretion.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
225,09 Other Climbing Sites,249986,OCS12,MS Traverse,,,false,0.000000,0.000000,2014-05-02,2018-06-14
226,Non Zone South,249986,PSS13,Designated as walk-up only for use during the summer months.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
