AttributeID,AttributeName,AttributeValue,EntityID,EntityType
43,Important Information,Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit. ,134,PermitEntrance
43,Important Information,Campers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit. ,136,PermitEntrance
43,Important Information,Campers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit. ,137,PermitEntrance
43,Important Information,Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit. ,138,PermitEntrance
43,Important Information,Camping limited to designated U.S.F.S. sites.,14,PermitEntrance
43,Important Information,Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit. ,141,PermitEntrance
43,Important Information,"Boat in is possible for these sites, but you would need to dock your boat on the north end of Leigh Lake and walk in a half mile to the campsites. Most visitors hike in the 3.7 miles from Leigh Lake Trailhead. Each site has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box.  These sites have a fire grates, which allow campfires unless restricted under high fire danger.  ",142,PermitEntrance
43,Important Information,This zone has three bear boxes for shared food storage use. ,143,PermitEntrance
43,Important Information,Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit. ,144,PermitEntrance
43,Important Information,Non-motorized boat in only site. Has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box.  This site has a fire grate which allows campfires unless restricted under high fire danger.  ,145,PermitEntrance
43,Important Information,Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit. ,147,PermitEntrance
43,Important Information,Camping limited to designated U.S.F.S. sites.,15,PermitEntrance
43,Important Information,"<p>A visitor use permit is required to visit the Cedar Creek Falls Visitor Use Permit Area. Additional regulations include:<br /><ul><li>ALL CLIFF AREAS AROUND THE FALLS ARE CLOSED (No climbing, jumping, or diving anywhere along the cliffs adjacent to or near the falls). </li><li>No alcohol is allowed in the Cedar Creek Falls area, including at the trailheads and along the trails. </li><li>All visitors must be listed on the visitor use permit and must carry government issued photo identification (except dependent minors whose parents are present). </li><li>Campfires are prohibited throughout this area.</li></ul> <b>Local Weather Conditions:</b> Summer temperatures in this area frequently exceed 115 degrees Fahrenheit. Bring a minimum of one gallon of water per person to avoid dehydration and heat-related illness.<br /><br /><b>The Hike to Cedar Creek Falls:</b><br /> The hike to Cedar Creek Falls is a challenging 6 miles round-trip. Visitors on their way to the falls travel downhill on a trail with no shade. The strenuous hike from Cedar Creek Falls back up to both trailheads requires more than two miles of consistent, challenging uphill hiking.<br /><br />This hike is not advised for those who are not regularly active or anyone with previous health conditions that can be aggravated by heat or intense physical activity.<br /><br /><b>DOGS ARE NOT ADVISED IN THIS AREA DUE TO THE HIGH NUMBER OF CANINE DEATHS CAUSED BY HEAT STROKE EACH YEAR.</b> Heat stroke is a life threating emergency for dogs. Conditions that lead to heat stroke in dogs include exercising in hot weather in areas without shade.</p>",151,PermitEntrance
43,Important Information,Exit Only,155,PermitEntrance
43,Important Information,Exit Only,156,PermitEntrance
43,Important Information,Exit Only,157,PermitEntrance
43,Important Information,Exit Only,158,PermitEntrance
43,Important Information,Exit Only,159,PermitEntrance
43,Important Information,Day Use Permit only. 25 horse power limit. No motors west of American Point. ,16,PermitEntrance
43,Important Information,Exit Only,160,PermitEntrance
18,Direction,None,161,PermitEntrance
43,Important Information,EXIT ONLY,161,PermitEntrance
49,Long Description,None,161,PermitEntrance
18,Direction,None,162,PermitEntrance
43,Important Information,EXIT ONLY,162,PermitEntrance
49,Long Description,None,162,PermitEntrance
18,Direction,"From Lone Pine, CA, travel 13 miles west, on Whitney Portal Road. The trailhead is on the right side of the road at Whitney Portal.",166,PermitEntrance
43,Important Information,"<b>General Notes:</b><br> <b>Come Prepared!</b> Get in shape. Come early to acclimate to the high altitude. 22 miles to the summit and back, combined with the affects of high altitude make this a strenuous trip. Stay together as a group in case your friends need help. Bring adequate supplies of food, water and clothing, the weather can change very quickly.    <br><b>Dispose of Waste Properly!</b> All Mt. Whitney visitors must pack-out their solid human waste. Pack-out kits are distributed with wilderness permits. You must carry the waste bag back down the mountain to the poop disposal box at the trailhead. In addition, all visitors must pack-out all of their trash, food and gear.<br>Traveling in Bear Country! Historically, there has been a high level of bear activity in the Mt. Whitney area. From Memorial Day weekend through October 31, overnight visitors must store all food, food related trash and scented items in bear-proof containers.  At the trailhead, all food and scented items must be removed from vehicles and stored in the bear proof lockers located in parking areas. Dispose of trash in bear proof trash receptacles at the trailhead.<br><b>Safety Is Your Responsibility!</b> Wilderness travel involves an element of risk. Climbing Mt. Whitney is difficult and potentially dangerous. Every year visitors become sick or injured; some die. High elevation can add stress to pre-existing medical conditions as well as contribute to altitude related illnesses and severe electrolyte imbalances. You should be prepared for emergences.<br><br>USFS Webpage for: <a href=http://www.fs.usda.gov/wps/portal/fsinternet/!ut/p/c5/04_SB8K8xLLM9MSSzPy8xBz9CP0os3gDfxMDT8MwRydLA1cj72BTJw8jAwgAykeaxcN4jhYG_h4eYX5hPgYwefy6w0H24dcPNgEHcDTQ9_PIz03VL8iNMMgycVQEAHcGOlk!/dl3/d3/L2dJQSEvUUt3QS9ZQnZ3LzZfME80MEkxVkFCOTBFMktTNUJIMjAwMDAwMDA!/?ss=110504&navtype=BROWSEBYSUBJECT&cid=null&navid=110000000000000&pnavid=null&position=null&recid=20806&ttype=recarea&name=Mt.%2520Whitney%2520Trail&pname=Inyo%2520National%2520Forest%2520-%2520Mt.%2520Whitney%2520Trail target=_blank>Mt. Whitney Trail</a><br>",166,PermitEntrance
49,Long Description,"The Mount Whitney trail is a non-technical, but strenuous, route to the summit of Mt. Whitney in summer conditions. When there is snow or ice on the trail, a higher level of expertise is necessary to safely climb the mountain. Most years the trail is relatively free of snow from July to the end of September. Early spring and late fall trips may encounter winter mountaineering conditions.Mt. Whitney is extremely popular. In order to continue to allow a large number of visitors climb Mt. Whitney, every visitor must be committed to protecting this wilderness area. If you choose to visit Mt. Whitney, you will be requred to pack out your solid human waste. Before reserving a trip to Mt. Whitney, review the Important Information to make sure that a trip to Mt. Whitney is right for you.",166,PermitEntrance
64,Parking Instructions,"Parking is available at Whitney Portal. Frequently during summer, all parking spaces are occupied. Please car pool whenever possible. The picknick area parking is not for hikers.",166,PermitEntrance
43,Important Information,Exit Only,167,PermitEntrance
43,Important Information,Exit Only,168,PermitEntrance
43,Important Information,Exit Only,169,PermitEntrance
43,Important Information,10 horse power limit.,17,PermitEntrance
43,Important Information,Exit Only,170,PermitEntrance
43,Important Information,Exit Only,171,PermitEntrance
43,Important Information,Exit Only,172,PermitEntrance
43,Important Information,Exit Only,173,PermitEntrance
43,Important Information,Exit Only,174,PermitEntrance
43,Important Information,Exit Only,175,PermitEntrance
43,Important Information,Exit Only,176,PermitEntrance
43,Important Information,Exit Only,177,PermitEntrance
43,Important Information,Exit Only,178,PermitEntrance
43,Important Information,Exit Only,179,PermitEntrance
43,Important Information,"Hiking only, canoeing not allowed. Camping limited to designated U.S.F.S. sites or at least 150 feet from hiking trails, lakes, streams, portages or  other campsites.",18,PermitEntrance
43,Important Information,Exit Only,180,PermitEntrance
43,Important Information,Exit Only,181,PermitEntrance
43,Important Information,Exit Only,182,PermitEntrance
43,Important Information,Exit Only,183,PermitEntrance
43,Important Information,Exit Only,184,PermitEntrance
43,Important Information,Exit Only,185,PermitEntrance
43,Important Information,Exit Only,186,PermitEntrance
43,Important Information,Exit Only,187,PermitEntrance
43,Important Information,Exit Only,188,PermitEntrance
43,Important Information,Exit Only,189,PermitEntrance
43,Important Information,Camping limited to designated U.S.F.S. sites.,19,PermitEntrance
43,Important Information,Exit Only,190,PermitEntrance
43,Important Information,Exit Only,191,PermitEntrance
43,Important Information,Exit Only,192,PermitEntrance
43,Important Information,Exit Only,193,PermitEntrance
43,Important Information,Exit Only,194,PermitEntrance
43,Important Information,Exit Only,195,PermitEntrance
43,Important Information,Exit Only,196,PermitEntrance
43,Important Information,Exit Only,197,PermitEntrance
43,Important Information,Exit Only,198,PermitEntrance
43,Important Information,Exit Only,199,PermitEntrance
1,Accessibility,Day Use Permit only. 25 horse power limit.,2,PermitEntrance
43,Important Information,Camping limited to designated U.S.F.S. sites.,20,PermitEntrance
43,Important Information,Exit Only,200,PermitEntrance
43,Important Information,Exit Only,201,PermitEntrance
43,Important Information,Exit Only,202,PermitEntrance
43,Important Information,Exit Only,203,PermitEntrance
43,Important Information,Exit Only,204,PermitEntrance
43,Important Information,Exit Only,205,PermitEntrance
43,Important Information,Exit Only,206,PermitEntrance
43,Important Information,Exit Only,207,PermitEntrance
43,Important Information,Exit Only,208,PermitEntrance
43,Important Information,Exit Only,209,PermitEntrance
43,Important Information,Camping limited to designated U.S.F.S. sites.,21,PermitEntrance
43,Important Information,Exit Only,210,PermitEntrance
43,Important Information,Exit Only,211,PermitEntrance
43,Important Information,Exit Only,212,PermitEntrance
43,Important Information,Exit Only,213,PermitEntrance
43,Important Information,Exit Only,214,PermitEntrance
43,Important Information,Exit Only,215,PermitEntrance
43,Important Information,Exit Only,216,PermitEntrance
43,Important Information,Exit Only,217,PermitEntrance
43,Important Information,Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit. ,218,PermitEntrance
43,Important Information,Day Use permit only. 25 horse power limit on East Bearskin Lake. No motors  allowed on Alder and Canoe Lakes.  ,22,PermitEntrance
43,Important Information,Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit. ,220,PermitEntrance
43,Important Information,These group sites have bear boxes for food storage. ,222,PermitEntrance
43,Important Information,These group sites have bear boxes for food storage. ,223,PermitEntrance
43,Important Information,Bear canisters may be required at ranger discretion,224,PermitEntrance
43,Important Information,Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit. ,227,PermitEntrance
43,Important Information,Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit. ,228,PermitEntrance
43,Important Information,Campers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit. ,229,PermitEntrance
43,Important Information,<ul><li>Groups with a Snow Zone Permit may only camp in that zone.  <li><b><font color=red>NO STOCK ALLOWED IN THIS ZONE.</font></b></ul><b>Know the <a href=http://www.recreation.gov/marketing.do?goto=/permitgeneralrules_72280.html&backLink target=_blank>rules and regulations</a> and how to <a href=http://www.fs.usda.gov/detail/okawen/passes-permits/recreation/?cid=fsbdev3_053607 target=_blank>obtain a permit</a>  well before your trip.</b>,23,PermitEntrance
43,Important Information,Campers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit. ,230,PermitEntrance
43,Important Information,"This site can be accessed via a 4 mile hike from Colter Bay, or by boat. It has two bear boxes which can each accommodate one typically sized cooler. Do not bring more food than can fit in the bear boxes. All Jackson Lake campsites require packing out solid human waste.  This site has a fire grate which allows campfires unless restricted under high fire danger.  ",232,PermitEntrance
43,Important Information,Bear canisters may be required at ranger discretion.,233,PermitEntrance
43,Important Information,These group sites have bear boxes for food storage. ,236,PermitEntrance
43,Important Information,Camping limited to designated U.S.F.S. sites ,24,PermitEntrance
43,Important Information,Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit. ,240,PermitEntrance
43,Important Information,These group sites have bear boxes for food storage. ,241,PermitEntrance
43,Important Information,"This site can be accessed via a half mile hike from the Teton Park Road, or by boat. It has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box. All Jackson Lake campsites require packing out solid human waste.   This site has a fire grate which allows campfires unless restricted under high fire danger.  ",242,PermitEntrance
43,Important Information,This campsite has a bear box for food storage. ,243,PermitEntrance
43,Important Information,Bear canisters may be required at ranger discretion.,245,PermitEntrance
43,Important Information,Campers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit. ,246,PermitEntrance
43,Important Information,Must camp all nights on Lac LaCroix.,25,PermitEntrance
43,Important Information,These group sites have bear boxes for food storage. ,250,PermitEntrance
43,Important Information,"For information regarding the walk-in availability for this site, please call the park at: (307)739-3309. This site is currently still available for advanced reservations in May, September & October. Non-motorized boat accessible, or a mile 1/2 hike in. Has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box.  This site has a fire grate which allows campfires unless restricted under high fire danger.  ",252,PermitEntrance
43,Important Information,"For information regarding the walk-in availability for this site, please call the park at: (307)739-3309. This site is currently still available for advanced reservations in May, September & October. Non-motorized boat accessible, or two mile hike in. Has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box.  This site has a fire grate which allows campfires unless restricted under high fire danger.  ",255,PermitEntrance
43,Important Information,"Boat in is possible for this site, but you would need to dock your boat on the north end of Leigh Lake and walk  three quarters of a mile to the campsite. Most visitors hike in the 4 miles from Leigh Lake Trailhead. Has a bear box which can accommodate one typically sized cooler.  Do not bring more food than can fit in the bear box.  This site has a fire grate which allows campfires unless restricted under high fire danger.  ",256,PermitEntrance
43,Important Information,Water is scarce in this area. ,257,PermitEntrance
43,Important Information,These group sites have bear boxes for food storage. ,258,PermitEntrance
43,Important Information,Bear canisters may be required at ranger discretion.,259,PermitEntrance
43,Important Information,Camping limited to designated U.S.F.S. sites.,26,PermitEntrance
43,Important Information,"Non-motorized boat accessible, or two mile hike in. Has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box.  This site has a fire grate which allows campfires unless restricted under high fire danger.  ",260,PermitEntrance
43,Important Information,This zone has a bear box for shared food storage.  It requires solid human waste be packed out.  Waste bags for this purpose may be obtained at permits offices. ,261,PermitEntrance
43,Important Information,Bear canisters may be required at ranger discretion.,262,PermitEntrance
43,Important Information,Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit. ,265,PermitEntrance
43,Important Information,These group sites have bear boxes for food storage. ,266,PermitEntrance
43,Important Information,<ul><li>Groups with a Stuart Zone Permit may only camp in that zone.<li>No stock camping is allowed within 200 feet of any lake. Group size limit for those with stock is any combination of people and stock up to 8 total. One example would be: 3 people + 5 horses = 8 total.  <li><b><font color=red>STOCK IS ONLY ALLOWED IN THIS ZONE the first Saturday following Labor Day weekend through January 1. </font></b></ul><b>Know the <a href=http://www.recreation.gov/marketing.do?goto=/permitgeneralrules_72280.html&backLink target=_blank>rules and regulations</a> and how to <a href=http://www.fs.usda.gov/detail/okawen/passes-permits/recreation/?cid=fsbdev3_053607 target=_blank>obtain a permit</a>  well before your trip.</b>,27,PermitEntrance
43,Important Information,"This site can be accessed by either boat across Jackson Lake, or an 8 mile hike from Glade Creek Trailhead which may include a river crossing. It has a bear box which can accommodate one typically sized cooler.  Do not bring more food than can fit in the bear box. All Jackson Lake campsites require packing out solid human waste.  This site has a fire grate which allows campfires unless restricted under high fire danger.  ",270,PermitEntrance
43,Important Information,Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit. ,271,PermitEntrance
43,Important Information,These group sites have bear boxes for food storage. ,273,PermitEntrance
43,Important Information,Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit. ,275,PermitEntrance
43,Important Information,Non-motorized boat in only site. Has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box. ,276,PermitEntrance
43,Important Information,<b>Limited Entry Area permits are required to visit the Pamelia Area.</b><br><br>,277,PermitEntrance
43,Important Information,<ul><li>Groups with an Eightmile/Caroline Zone Permit may only camp in that zone. <li><b><font color=red>STOCK ALLOWED in this zone throughout the season.</font></b></ul><b>Know the <a href=http://www.recreation.gov/marketing.do?goto=acm/generalRules/permitRules.htm#enchanTment target=_blank>rules and regulations</a> and how to <a href=http://www.fs.usda.gov/detail/okawen/passes-permits/recreation/?cid=fsbdev3_053607 target=_blank>obtain a permit</a>  well before your trip.</b>,28,PermitEntrance
43,Important Information,"<b>The Nature of Pack Creek</b><br> From its headwaters 4000 feet above sea level, Pack Creek descends rapidly to the ocean salt water in upper Seymour Canal. Sediments are deposited at its mouth, creating a 400-acre estuary. These mudflats are an important source of food for many animals, including bears, which feed on clams, shellfish and other creatures.<br><br>Of course, the main reason bears are here are the pink and chum salmon returning to spawn in their natal stream. Peak bear viewing usually follows the return of salmon to Pack Creek, usually the first week on July.<br><br>The Pack Creek ecosystem is home to more than just brown bears; Admiralty Island contains the highest concentration of bald eagle nests in the world. Other birds, mammals and marine life thrive in this rich ecosystem of old growth rain forest and coastal marine environments.<br><br><b>The Bears</b><br>For generations the bears of Pack Creek have witnessed many visitors come and go. Most visitors behave in a consistent and predictable manner causing the bears to become accustomed to human presence. Unlike most bears that do not have regular exposure to humans, Pack Creek bears frequently see predictable behavior from humans each summer, allowing them to continue their normal foraging behaviors without being disturbed by our presence. This behavior modification is delicate as bears are extremely sensitive to people in unfamiliar areas, human movement and noise. Following the rules will provide a more enjoyable and safer experience for your group as well as all those after you.<br><br>Admiralty Island is inhabited exclusively by brown bears.<br><br>These coastal brown bears are akin to grizzlies of the interior and easily distinguished by a large hump of muscle over their shoulders, as well as a dish-shaped face.",281,PermitEntrance
43,Important Information,"<b>Trips may be delayed or permits invalidated if conditions in these stipulations are not met. Failure to comply with stipulations or launching without a permit may result in penalties under Federal or Utah law and regulations. Penalties may include criminal action, civil action, and denial of future permits.</b><br><br><a href=http://www.recreation.gov/marketing/html/DesolationGrayRiverStipulations.pdf target=_blank>Download a copy of the <b>Bureau of Land Management - River Use Stipulations</b></a>",282,PermitEntrance
43,Important Information,<ul><li>Groups with a Colchuck Zone Permit may only camp in that zone.   <li><b><font color=red>NO STOCK ALLOWED IN THIS ZONE.</font></b></ul><b>Know the <a href=http://www.recreation.gov/marketing.do?goto=/permitgeneralrules_72280.html&backLink target=_blank>rules and regulations</a> and how to <a href=http://www.fs.usda.gov/detail/okawen/passes-permits/recreation/?cid=fsbdev3_053607 target=_blank>obtain a permit</a>  well before your trip.</b>,29,PermitEntrance
43,Important Information,Numerous early season high water crossings of the Rubicon River.,290,PermitEntrance
43,Important Information,The spur trail from Lake Genevieve heading west to a junction with the General Creek Trail can be hard to locate and follow.<br>Bridge crossing Meeks Creek on the Meeks Creek Trail is washed out.,291,PermitEntrance
43,Important Information,Steep rugged terrain with no maintained trails.,292,PermitEntrance
43,Important Information,None,293,PermitEntrance
43,Important Information,Early season high water crossing at south boundary of this Zone on Rubicon Trail.,294,PermitEntrance
43,Important Information,Early season high water crossing from outlet of Highland Lake.,295,PermitEntrance
43,Important Information,Horses not recommended in this zone.,296,PermitEntrance
43,Important Information,"Be sure to allow enough hiking time to get from the trailhead, navigate Rockbound Pass and continue to this zone for your first nights stay.  ",297,PermitEntrance
43,Important Information,None,298,PermitEntrance
43,Important Information,None,299,PermitEntrance
43,Important Information,Day Use Permit only. Valid on Newton and motor portions of Basswood. 25 horse power limit.,3,PermitEntrance
43,Important Information,<ul><li>Core Enchantment Zone permit holders may enter or exit by either the Snow Lake Trail or the Stuart Lake/Colchuck Lake Trails. <li>Core Enchantment Zone permit holders are also allowed to camp in any of the other zones at any point in their trip. <li><b><font color=red>NO STOCK ALLOWED IN THIS ZONE.</font></b></ul><b>Know the <a href=http://www.recreation.gov/marketing.do?goto=/permitgeneralrules_72280.html&backLink target=_blank>rules and regulations</a>  and how to <a href=http://www.fs.usda.gov/detail/okawen/passes-permits/recreation/?cid=fsbdev3_053607 target=_blank>obtain a permit</a>  well before your trip.</b>,30,PermitEntrance
43,Important Information,None,300,PermitEntrance
43,Important Information,None,301,PermitEntrance
43,Important Information,None,302,PermitEntrance
43,Important Information,None,303,PermitEntrance
43,Important Information,None,304,PermitEntrance
43,Important Information,"Specific campsites have been identified within 500 feet of the north, east and south  shore of  Lake of the Woods.   These designated campsites are marked with a tent symbol on a 4x4 post and are first-come, first-served, one permitted group per site.  Establish your camp within  30 feet of the post.   If all designated campsites are taken when you arrive, you must camp more than 500 feet from the lakeshore.  Restoration sites are marked with a green decal on 4x4 posts, respect these areas, walk a different path!",305,PermitEntrance
43,Important Information,None,306,PermitEntrance
43,Important Information,None,307,PermitEntrance
43,Important Information,Wilderness access via the Barrett lake 4WD Trail shares  Off Highway Vehicle use starting at Dark Lake from the Wrights Lake area.,308,PermitEntrance
43,Important Information,None,309,PermitEntrance
43,Important Information,"It is important to take your time on the Half Dome Cables and use good judgment. A slip or fall from the cables may result in serious injury or death. Rescue personnel may be hours away and/or unable to respond due to weather or other incidents occurring simultaneously.<br><br>Tips while using the cables:<ul><li>Take your time and be patient with slower hikers.<li>Allow faster hikers to pass you (when possible).<li>Remain on the inside of the cables.<li>Many people find gloves helpful.</ul>Most hikers take 10 to 12 hours to hike to Half Dome and back; some take longer. If you plan on hiking during the day, its smart to leave around sunrise (or earlier) and have a non-negotiable turn-around time. For instance, if you havent reached the top of Half Dome by 3:30 pm, you will turn around. Check for sunrise and sunset times before you hike. Hikers commonly struggle down the trail after dark because they do not have a flashlight. Regardless of day length, each person should carry a flashlight or headlamp with good batteries. Although the trail is well marked, you should be prepared with a good topographic map and compass and know how to use them.<br><br>Another easy way to make your hike enjoyable is to wear well broken-in boots with good ankle support and traction. Some of the most common injuries Half Dome hikers suffer are blisters and ankle injuries. Proper footwear is the best way to prevent these problems.<br><br>Always keep your food within arms reach or on your back. Never leave food unattended. Do not leave packs at the base of the cables even if they do not contain food as marmots and squirrels will chew through straps for the salt content.<br><br>The summit of Half Dome is a dangerous place during a lightning storm. Check the <a href=http://forecast.weather.gov/MapClick.php?site =hnx&textField1=37.7400&textField2=-119.6000&zone=1>weather forecast</a> before your hike and try to reach the summit early in the day to avoid afternoon thunderstorms. If a storm appears nearby, do not continue to the summit and, if in the summit area, descend immediately while still using caution and patience while on the cables and steps.<br><br>The summit is typically 15*F (8*C) to 20*F (11*C) cooler than Yosemite Valley and windy conditions are common. Be prepared for cool temperatures and rain showers.<br><br>A few visitors each summer have problems with altitude sickness. Know how to recognize the early signs of altitude sickness.<br><br>For a short video on Half Dome <a href=http://www.nps.gov/yose/planyourvisit/halfdome.htm#CP_JUMP_365187 target=_blank>Click Here</a><p><b>Amenities:</b><br>Flush toilets are available at the Vernal Fall Footbridge below Vernal Fall. Composting toilets are available near Emerald Pool above Vernal Fall, near the top of Nevada Fall, and in Little Yosemite Valley. The last potable water is at the Vernal Fall restroom below the waterfall. Springs, streams and the Merced River provide water above this point, but should be properly treated before drinking to remove pathogens.</p>",31,PermitEntrance
